,Player,Pos,Age,Tm,G,MP,PER,TS,Ar3P,FTr,ORB,DRB,TRB,AST,STL,BLK,TOV,USG,OWS,DWS,WS,WS_48,OBPM,DBPM,BPM,VORP,Season,PlayerID
0,Precious Achiuwa,PF,21,MIA,27,391,14.5,0.585,0.0,0.565,10.9,19.1,15.2,7.0,1.5,3.9,16.8,19.7,0.2,0.6,0.7,0.091,-3.3,-0.3,-3.6,-0.2,2021,achiupr01
1,Jaylen Adams,PG,24,MIL,6,17,-6.9,0.125,0.25,0.0,0.0,18.2,9.3,13.3,0.0,0.0,0.0,19.7,-0.1,0.0,-0.1,-0.262,-15.6,-5.2,-20.9,-0.1,2021,adamsja01
2,Steven Adams,C,27,NOP,25,727,15.7,0.5870000000000001,0.006999999999999999,0.4,16.9,17.8,17.4,10.7,1.5,1.9,20.3,13.0,1.1,0.5,1.6,0.105,-0.1,-1.1,-1.2,0.1,2021,adamsst01
3,Bam Adebayo,C,23,MIA,25,839,22.6,0.64,0.016,0.47600000000000003,6.8,23.8,15.7,27.5,1.5,3.0,16.3,24.5,2.2,1.3,3.4,0.195,2.8,2.0,4.8,1.4,2021,adebaba01
4,LaMarcus Aldridge,C,35,SAS,18,480,15.2,0.542,0.298,0.09300000000000001,3.2,14.0,8.4,11.4,0.7,2.8,6.4,22.3,0.2,0.5,0.7,0.075,0.3,-1.0,-0.7,0.2,2021,aldrila01
5,Ty-Shon Alexander,SG,22,PHO,3,8,-11.9,0.0,0.33299999999999996,0.0,0.0,13.4,6.9,14.8,0.0,0.0,0.0,16.8,-0.1,0.0,-0.1,-0.32,-16.4,-4.8,-21.2,0.0,2021,alexaty01
6,Nickeil Alexander-Walker,SG,22,NOP,22,438,11.8,0.49700000000000005,0.46,0.171,1.3,13.9,7.6,14.9,2.8,1.9,13.0,22.5,-0.2,0.4,0.2,0.018000000000000002,-2.8,0.0,-2.7,-0.1,2021,alexani01
7,Grayson Allen,SG,25,MEM,17,396,13.5,0.617,0.7170000000000001,0.292,1.9,12.2,6.9,11.0,2.2,0.7,12.3,16.6,0.5,0.4,0.9,0.111,-0.1,0.4,0.3,0.2,2021,allengr01
8,Jarrett Allen,C,22,TOT,28,734,22.5,0.695,0.021,0.695,12.6,25.5,19.1,9.1,0.9,5.5,14.8,17.1,2.3,0.9,3.1,0.203,2.3,0.4,2.7,0.9,2021,allenja01
9,Al-Farouq Aminu,PF,30,ORL,1,5,-9.7,0.0,0.0,0.0,0.0,21.7,10.4,24.8,0.0,0.0,53.2,16.0,0.0,0.0,0.0,-0.396,-15.3,-1.7,-17.0,0.0,2021,aminual01
10,Kyle Anderson,PF,27,MEM,22,623,16.7,0.569,0.408,0.223,3.6,21.3,12.2,19.0,1.6,2.5,11.4,19.7,0.8,0.8,1.6,0.12300000000000001,1.4,0.8,2.2,0.7,2021,anderky01
11,Giannis Antetokounmpo,PF,26,MIL,26,869,28.1,0.618,0.21600000000000003,0.534,5.9,29.8,18.1,27.1,1.6,3.5,13.8,32.8,2.6,1.4,4.1,0.225,5.1,1.8,6.9,2.0,2021,antetgi01
12,Kostas Antetokounmpo,PF,23,LAL,1,8,-9.1,0.0,0.0,0.0,0.0,54.0,27.9,0.0,0.0,21.4,50.0,21.7,-0.1,0.0,-0.1,-0.40700000000000003,-19.3,2.0,-17.3,0.0,2021,antetko01
13,Thanasis Antetokounmpo,SF,28,MIL,17,149,10.3,0.688,0.26899999999999996,0.26899999999999996,9.5,12.5,11.0,12.2,1.6,1.8,34.0,12.4,0.1,0.2,0.2,0.08,-3.3,0.1,-3.2,0.0,2021,antetth01
14,Carmelo Anthony,PF,36,POR,25,636,14.2,0.524,0.397,0.255,2.1,13.0,7.3,7.3,1.5,2.9,6.9,23.3,0.4,0.4,0.7,0.055,-0.9,-1.7,-2.6,-0.1,2021,anthoca01
15,Cole Anthony,PG,20,ORL,25,667,10.4,0.469,0.309,0.204,3.0,14.8,8.6,21.5,1.2,1.5,14.8,22.0,-0.6,0.6,0.0,-0.003,-3.0,-1.1,-4.1,-0.4,2021,anthoco01
16,OG Anunoby,SF,23,TOR,17,592,14.6,0.63,0.5479999999999999,0.266,4.9,13.9,9.2,6.6,2.8,1.5,13.2,16.4,0.7,0.7,1.4,0.114,0.2,0.8,1.0,0.5,2021,anunoog01
17,Ryan Arcidiacono,PG,26,CHI,10,100,10.8,0.537,0.682,0.22699999999999998,1.1,20.7,11.1,18.8,1.4,0.0,7.6,11.1,0.1,0.1,0.2,0.115,-2.7,0.8,-1.9,0.0,2021,arcidry01
18,D.J. Augustin,PG,33,MIL,26,465,10.9,0.521,0.637,0.281,2.3,4.7,3.5,19.1,1.3,0.2,12.2,15.6,0.6,0.3,0.8,0.087,-0.5,-1.6,-2.1,0.0,2021,augusdj01
19,Deni Avdija,SF,20,WAS,21,482,9.0,0.535,0.5660000000000001,0.147,2.5,20.1,11.0,9.3,1.5,0.7,11.0,13.2,0.1,0.4,0.5,0.046,-2.9,-0.7,-3.6,-0.2,2021,avdijde01
20,Deandre Ayton,C,22,PHO,26,832,17.6,0.609,0.055999999999999994,0.223,13.3,28.8,21.2,8.4,0.5,2.7,15.9,18.9,1.2,1.3,2.6,0.149,-0.6,-0.3,-0.8,0.2,2021,aytonde01
21,Udoka Azubuike,C,21,UTA,12,49,10.6,0.622,0.0,0.857,9.2,18.6,14.1,0.0,1.0,6.5,23.7,11.1,0.0,0.1,0.1,0.11199999999999999,-5.5,1.2,-4.3,0.0,2021,azubuud01
22,Dwayne Bacon,SG,25,ORL,28,702,10.0,0.501,0.295,0.203,1.6,11.9,6.5,6.6,1.5,0.3,6.3,19.1,0.0,0.5,0.5,0.031,-3.3,-1.2,-4.5,-0.4,2021,bacondw01
23,Marvin Bagley III,PF,21,SAC,25,623,14.0,0.53,0.26,0.268,9.0,23.4,16.2,5.3,0.9,1.6,11.0,23.1,0.0,0.2,0.3,0.02,-1.8,-2.8,-4.6,-0.4,2021,baglema01
24,LaMelo Ball,PG,19,CHO,28,776,18.2,0.542,0.414,0.198,5.8,18.2,11.9,33.8,2.7,1.3,16.5,24.8,0.8,1.0,1.8,0.113,1.8,1.0,2.8,0.9,2021,ballla01
25,Lonzo Ball,PG,23,NOP,23,709,14.1,0.5479999999999999,0.619,0.083,2.3,13.8,8.0,21.8,1.9,1.8,14.0,20.2,0.6,0.5,1.0,0.071,0.2,-0.3,-0.1,0.3,2021,balllo01
26,Mo Bamba,C,22,ORL,12,103,23.4,0.565,0.3,0.1,14.5,30.6,22.2,7.0,0.9,7.1,7.1,23.2,0.2,0.2,0.3,0.162,2.2,0.0,2.2,0.1,2021,bambamo01
27,Desmond Bane,SG,22,MEM,20,456,12.6,0.631,0.5479999999999999,0.11,2.1,10.9,6.4,9.8,1.4,0.6,12.4,17.3,0.5,0.3,0.8,0.087,-0.6,-0.9,-1.5,0.1,2021,banede01
28,Harrison Barnes,PF,28,SAC,27,948,15.7,0.615,0.392,0.389,3.3,16.2,9.7,13.2,1.1,0.4,9.9,17.3,2.0,0.0,2.0,0.102,1.6,-1.5,0.1,0.5,2021,barneha02
29,RJ Barrett,SG,20,NYK,29,985,13.1,0.503,0.23199999999999998,0.27,4.2,14.6,9.5,14.8,1.1,0.5,10.2,23.8,0.1,1.2,1.2,0.059000000000000004,-1.5,-0.7,-2.2,-0.1,2021,barrerj01
30,Will Barton,SF,30,DEN,25,744,11.6,0.54,0.396,0.17600000000000002,1.8,12.3,7.1,14.7,1.3,1.4,12.4,17.9,0.4,0.6,1.0,0.063,-0.9,-1.3,-2.2,0.0,2021,bartowi01
31,Keita Bates-Diop,SF,25,SAS,8,27,0.3,0.215,0.444,0.667,3.7,7.9,5.8,8.6,1.8,0.0,0.0,18.5,-0.1,0.0,-0.1,-0.152,-8.2,-4.4,-12.5,-0.1,2021,bateske01
32,Nicolas Batum,SF,32,LAC,27,806,14.8,0.67,0.6829999999999999,0.16399999999999998,3.5,14.8,9.3,10.3,2.3,1.1,8.8,11.8,1.8,1.0,2.7,0.163,1.5,0.5,2.0,0.8,2021,batumni01
33,Aron Baynes,C,34,TOR,24,452,8.4,0.461,0.37799999999999995,0.055999999999999994,8.7,23.8,16.0,7.5,0.7,1.8,12.0,15.7,-0.2,0.4,0.3,0.027999999999999997,-4.5,-1.5,-6.0,-0.5,2021,baynear01
34,Kent Bazemore,SF,31,GSW,26,410,13.9,0.6459999999999999,0.478,0.248,2.9,16.2,9.7,13.6,2.3,3.4,17.7,15.7,0.4,0.7,1.1,0.124,-1.4,2.1,0.8,0.3,2021,bazemke01
35,Darius Bazley,PF,20,OKC,26,804,9.3,0.489,0.451,0.184,2.0,22.9,12.6,7.9,0.7,2.1,12.9,19.5,-1.0,1.0,-0.1,-0.004,-3.4,-1.0,-4.3,-0.5,2021,bazleda01
36,Bradley Beal,SG,27,WAS,23,810,25.1,0.593,0.311,0.34600000000000003,4.0,11.8,7.7,24.1,1.8,1.3,10.1,36.4,1.9,0.5,2.4,0.14400000000000002,6.5,-1.3,5.2,1.5,2021,bealbr01
37,Malik Beasley,SG,24,MIN,27,873,17.6,0.586,0.507,0.153,3.0,14.3,8.4,13.1,1.1,0.5,7.8,25.2,1.3,0.4,1.8,0.09699999999999999,3.0,-2.0,1.1,0.7,2021,beaslma01
38,Jordan Bell,C,26,WAS,3,50,8.1,0.33299999999999996,0.133,0.0,10.1,23.9,16.7,13.3,0.9,5.2,16.7,14.9,-0.1,0.1,0.0,-0.036000000000000004,-5.1,-1.2,-6.3,-0.1,2021,belljo01
39,DeAndre' Bembry,SF,26,TOR,18,243,13.7,0.664,0.275,0.17600000000000002,3.5,10.4,6.8,17.3,2.2,2.1,16.7,11.6,0.4,0.2,0.6,0.128,-0.6,1.2,0.6,0.2,2021,bembrde01
40,Dāvis Bertāns,PF,28,WAS,22,563,9.7,0.547,0.885,0.23,1.8,11.4,6.4,5.4,1.3,0.9,5.8,16.4,0.3,0.3,0.6,0.052000000000000005,-0.9,-1.9,-2.8,-0.1,2021,bertada01
41,Patrick Beverley,PG,32,LAC,19,460,13.3,0.591,0.645,0.223,5.0,14.4,9.8,11.7,1.9,2.5,9.5,14.1,0.8,0.6,1.4,0.146,-0.3,0.5,0.2,0.3,2021,beverpa01
42,Saddiq Bey,SF,21,DET,25,497,12.8,0.591,0.6629999999999999,0.23399999999999999,2.2,18.4,9.9,6.9,1.3,0.2,8.5,18.3,0.5,0.4,0.9,0.086,0.5,-0.9,-0.4,0.2,2021,beysa01
43,Tyler Bey,SF,22,DAL,4,13,14.0,0.444,0.0,0.8,16.8,8.5,12.7,0.0,0.0,7.3,0.0,22.8,0.0,0.0,0.0,0.057,-1.1,-3.4,-4.5,0.0,2021,beyty01
44,Khem Birch,C,28,ORL,28,615,16.3,0.583,0.086,0.43200000000000005,12.3,16.4,14.3,8.0,1.6,2.8,10.3,12.8,1.2,0.7,1.9,0.145,-0.7,-0.4,-1.1,0.1,2021,birchkh01
45,Goga Bitadze,C,21,IND,13,124,18.3,0.635,0.316,0.316,8.1,17.6,12.9,3.5,1.2,9.8,8.5,16.6,0.2,0.2,0.4,0.174,-2.1,2.2,0.1,0.1,2021,bitadgo01
46,Bismack Biyombo,C,28,CHO,26,585,12.6,0.569,0.008,0.395,10.2,17.4,13.8,8.0,0.5,5.5,14.1,11.8,0.6,0.6,1.2,0.099,-2.4,-0.5,-2.9,-0.1,2021,biyombi01
47,Nemanja Bjelica,PF,32,SAC,13,211,12.7,0.5670000000000001,0.38799999999999996,0.418,6.2,19.4,12.7,18.0,0.0,0.8,16.8,19.3,0.2,0.0,0.2,0.049,-1.4,-1.9,-3.4,-0.1,2021,bjeline01
48,Eric Bledsoe,SG,31,NOP,25,733,12.5,0.5529999999999999,0.519,0.2,1.8,11.8,6.8,17.6,1.1,0.9,13.0,19.7,0.6,0.2,0.8,0.051,-0.4,-1.9,-2.3,-0.1,2021,bledser01
49,Keljin Blevins,SF,25,POR,8,38,-6.0,0.111,0.33299999999999996,0.0,0.0,0.0,0.0,12.8,2.5,0.0,25.0,13.5,-0.2,0.0,-0.2,-0.237,-12.3,-3.3,-15.6,-0.1,2021,blevike01
50,Bogdan Bogdanović,SG,28,ATL,9,213,9.9,0.5429999999999999,0.7440000000000001,0.115,1.0,16.0,8.6,13.2,0.9,0.4,11.8,18.5,0.1,0.1,0.2,0.045,-0.8,-1.3,-2.1,0.0,2021,bogdabo01
51,Bojan Bogdanović,SF,31,UTA,28,868,12.9,0.5760000000000001,0.551,0.255,1.8,11.7,7.0,10.1,0.6,0.1,9.8,20.8,1.2,0.9,2.1,0.113,-0.2,-1.1,-1.3,0.2,2021,bogdabo02
52,Bol Bol,PF,21,DEN,12,65,4.7,0.504,0.375,0.125,0.0,15.7,7.8,4.0,0.8,5.9,22.9,14.6,-0.1,0.1,-0.1,-0.038,-6.1,-1.0,-7.2,-0.1,2021,bolbo01
53,Marques Bolden,C,22,CLE,6,29,13.4,0.537,0.0,2.667,11.1,11.9,11.5,0.0,3.4,6.3,23.5,12.6,0.0,0.0,0.0,0.061,-3.4,0.6,-2.8,0.0,2021,boldema01
54,Jordan Bone,PG,23,ORL,14,196,9.0,0.519,0.593,0.0,2.0,11.1,6.4,13.3,0.5,0.0,5.3,12.4,0.2,0.1,0.2,0.057999999999999996,-2.6,-1.6,-4.2,-0.1,2021,bonejo01
55,Isaac Bonga,SF,21,WAS,17,230,5.0,0.523,0.611,0.083,3.5,14.2,8.6,5.0,0.8,1.5,15.8,8.0,0.0,0.1,0.1,0.022000000000000002,-4.6,-1.6,-6.2,-0.2,2021,bongais01
56,Devin Booker,SG,24,PHO,22,774,17.3,0.597,0.32299999999999995,0.298,0.6,11.0,5.9,20.6,1.2,0.8,14.9,30.7,0.6,0.9,1.4,0.08800000000000001,0.4,-1.0,-0.5,0.3,2021,bookede01
57,Chris Boucher,C,28,TOR,27,624,23.5,0.645,0.389,0.369,9.4,23.5,16.2,7.1,1.0,8.8,6.0,20.6,2.0,0.9,2.9,0.226,3.4,0.1,3.5,0.9,2021,bouchch01
58,Brian Bowen,SF,22,IND,1,5,17.9,0.615,0.0,0.5,0.0,21.8,11.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,0.16,0.5,-2.4,-1.8,0.0,2021,bowenbr02
59,Avery Bradley,SG,30,MIA,10,211,10.4,0.607,0.5760000000000001,0.136,1.1,8.1,4.8,10.3,1.6,0.5,11.4,16.7,0.1,0.2,0.3,0.07,-2.7,-0.6,-3.2,-0.1,2021,bradlav01
60,Tony Bradley,C,23,PHI,10,117,20.3,0.537,0.027999999999999997,0.139,20.3,26.4,23.4,7.3,1.2,4.5,2.6,14.2,0.3,0.2,0.5,0.207,1.9,-0.6,1.3,0.1,2021,bradlto01
61,Jarrell Brantley,PF,24,UTA,7,20,13.4,0.643,0.7140000000000001,0.0,5.6,15.2,10.6,0.0,2.4,4.0,12.5,17.2,0.0,0.0,0.1,0.14,-0.8,1.7,1.0,0.0,2021,brantja01
62,Ignas Brazdeikis,SF,22,NYK,4,7,11.4,0.532,0.0,2.0,15.3,14.7,15.0,17.7,0.0,0.0,34.7,18.2,0.0,0.0,0.0,0.032,-2.9,-1.9,-4.8,0.0,2021,brazdig01
63,Mikal Bridges,SF,24,PHO,26,861,16.4,0.633,0.48700000000000004,0.249,4.8,12.6,8.8,9.2,0.9,2.5,6.4,16.3,2.0,1.0,3.0,0.16899999999999998,2.1,0.5,2.7,1.0,2021,bridgmi01
64,Miles Bridges,PF,22,CHO,28,747,12.0,0.581,0.442,0.147,5.2,18.1,11.6,10.2,1.3,3.0,17.0,16.4,0.3,0.8,1.1,0.07,-1.8,-0.3,-2.1,0.0,2021,bridgmi02
65,Malcolm Brogdon,PG,28,IND,28,1004,18.1,0.541,0.36700000000000005,0.162,2.2,12.0,7.2,28.1,1.7,0.6,9.1,26.1,1.4,0.9,2.3,0.11199999999999999,2.9,-1.1,1.8,1.0,2021,brogdma01
66,Dillon Brooks,SF,25,MEM,22,641,10.4,0.47700000000000004,0.39399999999999996,0.125,4.2,8.4,6.2,13.7,2.3,1.3,11.7,27.2,-0.8,0.6,-0.2,-0.015,-3.3,-1.9,-5.2,-0.5,2021,brookdi01
67,Bruce Brown,PG,24,BRK,25,472,13.2,0.604,0.179,0.23600000000000002,8.3,17.6,13.2,6.8,1.6,1.6,13.9,14.4,0.6,0.4,1.0,0.099,-1.9,-0.7,-2.7,-0.1,2021,brownbr01
68,Jaylen Brown,SG,24,BOS,24,796,23.3,0.601,0.293,0.25,4.2,15.0,9.4,18.7,1.9,1.7,11.0,31.4,1.7,0.9,2.6,0.157,5.3,-0.3,5.0,1.4,2021,brownja02
69,Moses Brown,C,21,OKC,7,31,33.5,0.65,0.0,1.4,13.6,36.5,25.2,16.2,1.5,11.2,5.8,23.9,0.1,0.1,0.2,0.34299999999999997,5.3,3.8,9.1,0.1,2021,brownmo01
70,Sterling Brown,SG,25,HOU,25,530,13.4,0.599,0.606,0.065,4.0,15.7,9.8,11.9,2.1,1.0,9.6,14.2,0.7,0.8,1.5,0.132,-0.8,1.0,0.2,0.3,2021,brownst02
71,Troy Brown Jr.,SF,21,WAS,13,205,5.4,0.461,0.581,0.19399999999999998,3.9,19.6,11.5,8.5,0.5,0.8,15.1,16.0,-0.2,0.1,-0.1,-0.033,-4.1,-2.3,-6.3,-0.2,2021,browntr01
72,Jalen Brunson,PG,24,DAL,24,578,16.4,0.626,0.34,0.27,0.9,13.6,7.2,22.6,0.8,0.0,11.5,19.2,1.3,0.2,1.5,0.121,1.2,-1.8,-0.6,0.2,2021,brunsja01
73,Thomas Bryant,C,23,WAS,10,271,18.9,0.7040000000000001,0.231,0.264,6.7,17.2,11.8,8.8,0.7,2.6,9.8,17.2,0.7,0.2,0.9,0.158,2.1,-1.7,0.4,0.2,2021,bryanth01
74,Reggie Bullock,SF,29,NYK,24,636,9.0,0.5379999999999999,0.606,0.07400000000000001,1.2,12.5,6.9,7.1,1.3,0.8,8.1,14.7,0.2,0.8,1.0,0.073,-2.3,0.6,-1.7,0.0,2021,bullore01
75,Trey Burke,PG,28,DAL,27,466,13.7,0.5710000000000001,0.511,0.152,0.9,6.2,3.5,13.7,2.2,0.4,7.3,19.3,0.6,0.2,0.8,0.08,-0.4,0.0,-0.4,0.2,2021,burketr01
76,Alec Burks,SG,29,NYK,17,435,14.4,0.555,0.536,0.281,2.2,16.8,9.7,13.1,1.7,1.1,9.0,19.2,0.5,0.6,1.1,0.124,0.7,0.4,1.1,0.3,2021,burksal01
77,Jimmy Butler,SF,31,MIA,15,487,25.1,0.5670000000000001,0.10800000000000001,0.657,6.6,18.4,12.8,36.4,2.8,1.3,9.9,26.7,1.6,0.8,2.3,0.22899999999999998,3.7,2.6,6.3,1.0,2021,butleji01
78,Bruno Caboclo,PF,25,HOU,6,36,9.2,0.475,0.294,0.11800000000000001,8.8,32.5,20.6,4.7,0.0,4.8,18.3,25.9,-0.1,0.1,0.0,-0.054000000000000006,-8.5,-2.1,-10.6,-0.1,2021,cabocbr01
79,Devontae Cacok,PF,24,LAL,1,2,38.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.342,14.1,3.9,18.0,0.0,2021,cacokde01
80,Kentavious Caldwell-Pope,SG,27,LAL,24,596,10.3,0.607,0.5539999999999999,0.172,1.4,8.3,5.0,7.4,1.5,1.1,12.0,14.0,0.5,0.9,1.4,0.11,-1.3,0.1,-1.2,0.1,2021,caldwke01
81,Facundo Campazzo,PG,29,DEN,23,285,10.6,0.536,0.701,0.28600000000000003,1.6,4.8,3.2,17.5,3.3,1.0,14.8,15.5,0.2,0.3,0.5,0.087,-2.7,0.3,-2.3,0.0,2021,campafa01
82,Vlatko Čančar,PF,23,DEN,12,39,1.5,0.233,0.583,0.16699999999999998,8.7,20.3,14.5,0.0,3.8,4.9,18.9,17.7,-0.2,0.1,-0.1,-0.14300000000000002,-9.5,-1.8,-11.3,-0.1,2021,cancavl01
83,Clint Capela,C,26,ATL,24,699,22.8,0.573,0.0,0.265,17.0,34.5,25.8,5.7,1.3,6.5,10.5,19.7,1.2,1.3,2.5,0.174,1.9,0.5,2.4,0.8,2021,capelca01
84,Vernon Carey Jr.,C,19,CHO,3,6,29.9,0.387,0.33299999999999996,0.667,35.0,18.1,26.7,24.5,0.0,16.8,0.0,27.5,0.0,0.0,0.0,0.198,7.5,-0.1,7.4,0.0,2021,careyve01
85,Jevon Carter,PG,25,PHO,23,256,8.4,0.447,0.6709999999999999,0.027000000000000003,1.3,12.2,6.9,13.6,1.9,2.1,6.3,13.8,0.0,0.4,0.3,0.061,-3.5,2.1,-1.3,0.0,2021,carteje01
86,Wendell Carter Jr.,C,21,CHI,15,398,16.4,0.601,0.11599999999999999,0.512,9.7,23.9,16.9,12.5,1.2,2.0,16.4,20.1,0.6,0.4,1.0,0.122,-1.4,-0.6,-2.0,0.0,2021,cartewe01
87,Michael Carter-Williams,SG,29,ORL,9,216,8.7,0.429,0.21600000000000003,0.27,8.3,13.6,10.8,15.6,0.9,1.7,14.5,19.1,-0.2,0.2,-0.1,-0.011000000000000001,-4.7,-1.0,-5.7,-0.2,2021,cartemi01
88,Alex Caruso,PG,26,LAL,21,394,11.3,0.594,0.505,0.105,3.2,11.0,7.2,15.8,2.6,0.7,20.1,13.7,0.2,0.7,1.0,0.11599999999999999,-1.6,2.1,0.4,0.2,2021,carusal01
89,Willie Cauley-Stein,C,27,DAL,26,454,14.8,0.6459999999999999,0.051,0.444,7.9,21.2,14.5,6.2,1.0,4.0,10.6,12.8,0.9,0.4,1.3,0.13699999999999998,-1.8,0.5,-1.4,0.1,2021,caulewi01
90,Chris Chiozza,PG,25,BRK,11,100,11.4,0.424,0.425,0.275,3.6,7.4,5.6,32.0,1.9,2.5,15.1,22.8,0.0,0.1,0.0,0.013000000000000001,-2.8,-1.3,-4.1,0.0,2021,chiozch01
91,Marquese Chriss,PF,23,GSW,2,27,11.9,0.41200000000000003,0.35700000000000004,0.28600000000000003,11.9,37.8,25.1,11.0,0.0,6.5,11.3,27.8,-0.1,0.1,0.0,-0.024,-2.2,-1.0,-3.2,0.0,2021,chrisma01
92,Gary Clark,SF,26,ORL,25,525,4.8,0.41200000000000003,0.851,0.07400000000000001,5.3,12.4,8.7,5.5,0.7,0.9,13.4,9.1,-0.3,0.3,0.0,0.003,-4.6,-1.3,-6.0,-0.5,2021,clarkga01
93,Brandon Clarke,PF,24,MEM,18,503,16.5,0.5329999999999999,0.163,0.17800000000000002,6.4,16.3,11.2,9.4,2.0,2.3,4.7,19.9,0.6,0.6,1.2,0.111,-0.2,-0.2,-0.4,0.2,2021,clarkbr01
94,Jordan Clarkson,SG,28,UTA,28,727,19.5,0.598,0.578,0.11900000000000001,3.9,12.5,8.4,13.4,1.7,0.8,10.9,28.3,1.3,1.0,2.3,0.151,3.6,-0.4,3.2,1.0,2021,clarkjo01
